stat: 100.000000
1.935198 0.989362
1.965198 0.949121
1.995198 0.963855
2.025198 0.926791
2.055198 0.896973
2.085198 0.895838
2.115198 0.914552
2.145198 0.898359
2.175198 0.879589
2.205198 0.861039
2.235198 0.852150
2.265198 0.835349
2.295198 0.838288
2.325198 0.833248
2.355198 0.819011
2.385198 0.811838
2.415198 0.799833
2.445198 0.784774
2.475198 0.777790
2.505198 0.769420
2.535198 0.765335
2.565198 0.751937
2.595198 0.743434
2.625198 0.734237
2.655198 0.716215
2.685198 0.703545
2.715198 0.703851
2.745198 0.686668
2.775198 0.684543
2.805198 0.676613
2.835198 0.670342
2.865198 0.665758
2.895198 0.659667
2.925198 0.649705
2.955198 0.643747
2.985198 0.627768
3.015198 0.621189
3.045198 0.609791
3.075198 0.602564
3.105198 0.593459
3.135198 0.579141
3.165198 0.568579
3.195198 0.554436
3.225198 0.548940
3.255198 0.534810
3.285198 0.538422
3.315198 0.528025
3.345198 0.512955
3.375198 0.495954
3.405198 0.413254
