Aqso Chisq/dof
4.076684 1.296716
1.698010 1.218989
5.184754 1.183503
0.845390 0.684845
0.608453 2.420829
1.439224 2.235286
2.265919 1.213297
2.746468 3.128887
2.154249 1.602521
5.160968 2.749991
0.854038 2.156989
0.770772 0.800371
1.347745 0.915790
3.565177 0.879241
0.259704 0.772280
1.348777 1.245856
0.455525 1.621321
2.231204 1.651045
3.513625 3.572070
0.955537 2.202204
3.331281 1.987941
1.038915 1.206330
1.598479 2.362674
0.754218 1.226759
2.021854 1.281543
0.817411 0.947888
1.125676 2.554754
0.959852 1.212961
1.209021 1.232157
0.611879 0.828634
4.152197 1.376374
1.085257 2.893123
0.633771 1.191311
0.437380 0.749584
1.045027 3.370399
3.623362 5.157888
3.543441 2.087215
2.977654 1.351067
8.453909 1.581025
2.750945 1.093323
1.097741 1.215401
1.090659 0.897031
1.532144 2.154784
0.458784 1.780016
4.503841 2.147952
2.226082 19.533750
1.086083 0.836824
3.676562 1.412350
3.194146 0.765013
0.696956 0.776297
1.425899 0.978134
0.743946 1.472164
2.897200 3.119917
16.789058 0.870552
2.520510 2.263596
7.393219 1.627126
6.946492 2.492034
1.863391 1.996757
3.973705 0.733411
1.865140 0.861606
0.474462 1.906982
2.677692 1.095751
0.922983 0.893020
1.355711 0.864636
3.282815 1.700320
0.802827 1.396001
2.911422 4.859893
1.460965 1.036999
5.580399 6.751428
3.674431 0.791663
1.342341 1.202198
1.703856 1.980575
23.067019 2.059135
2.457678 1.087947
1.673583 1.210843
5.311386 3.288991
6.201695 2.660228
3.709398 3.304641
1.079929 0.719945
1.801422 3.737293
0.572001 0.761786
0.380777 2.573744
0.756218 1.307836
3.684868 1.101289
4.777580 2.050376
2.097612 2.444864
2.362917 2.315109
2.667265 1.593760
0.883216 1.844566
1.847535 1.477635
1.618421 2.624367
3.472694 0.687153
0.943079 0.813691
3.095777 0.937125
2.701383 4.271726
6.923033 1.063578
3.493557 4.398453
1.306096 1.480996
0.866986 3.508806
1.235499 0.806027
1.313515 1.340590
1.572904 0.770099
0.345880 0.955322
0.961646 1.698959
8.696394 0.616666
1.383296 0.962330
1.633041 2.507892
0.506988 0.993807
0.662947 2.590333
3.459071 2.281269
1.501401 1.995480
0.933654 3.704492
1.595462 0.700952
0.727504 0.985020
1.746792 2.551305
1.386011 2.356988
2.170741 1.470905
1.853266 1.305090
1.785718 1.860266
3.641595 1.340192
0.658845 0.778884
0.749496 5.495295
1.323429 1.870937
1.619516 7.951062
2.957553 7.243746
1.008025 0.668966
0.454264 0.840985
2.389886 0.934784
4.199516 1.416622
0.312514 0.797167
1.788475 1.561236
2.103008 1.002715
2.887895 5.423406
0.992925 1.207680
1.737433 0.685401
2.271522 3.315101
5.308832 7.205154
1.651616 4.320274
0.867193 1.271385
2.472821 0.588316
1.094447 1.420704
5.920697 11.621123
0.991588 1.964424
1.864934 0.940787
1.603596 1.198649
2.017941 0.770034
10.690332 2.566352
0.295101 2.493942
2.938535 2.271623
1.356883 2.173979
1.491342 1.438738
3.595481 3.010791
1.065652 1.336040
1.063357 1.050045
9.492080 1.199872
11.230225 2.195340
1.222247 4.077046
1.042966 0.750050
3.570802 2.178032
1.222395 0.999453
1.719980 1.378119
5.094044 24.924310
1.240567 0.404073
1.401694 2.875542
1.741581 0.594570
1.255617 1.083385
2.331426 1.088675
1.536480 1.660094
1.553625 1.823094
0.969466 0.946332
2.219772 4.394598
0.438966 0.449924
0.959105 1.880773
12.395528 1.792516
3.108489 1.089536
0.917128 0.719765
1.238428 1.745078
2.429147 0.573564
0.747103 1.087422
0.511884 1.199950
1.429296 5.649404
2.796648 1.582879
5.027977 11.855654
0.613528 1.064969
11.232275 5.116794
1.985759 0.710824
1.294091 8.637389
0.862011 4.166231
1.020870 2.434391
1.172987 1.715683
0.958131 0.946979
1.400763 0.985295
0.941437 0.622538
3.162003 0.796073
0.847885 1.532380
1.509113 6.120150
0.217796 0.605620
2.769912 1.255767
1.939118 1.111677
1.103595 0.991673
0.545157 0.963114
1.116169 1.484731
1.402261 0.980076
5.664618 6.447627
2.564076 4.731745
2.650158 1.796047
3.229564 0.659028
0.798035 0.928453
1.298308 1.333681
2.413002 5.175739
2.301994 0.852399
2.812791 0.973498
1.499465 4.223471
2.865411 3.268304
0.335157 0.978068
0.847142 0.929730
3.747827 1.623638
4.429501 1.747267
0.547775 0.795551
1.635063 1.872411
1.303921 0.863348
0.873220 0.851391
4.402386 3.130389
1.003074 0.914137
1.838739 1.608425
3.023068 1.603760
2.681267 0.809582
0.673908 1.236838
5.781754 16.643422
5.361909 48.912543
1.856598 1.382084
1.822671 1.404280
0.474532 0.842552
1.491753 1.284636
1.506379 2.069051
1.851913 2.192680
8.000366 8.216262
2.300528 1.710039
1.773626 18.205405
1.210413 2.498740
3.808599 1.862216
1.911458 1.441801
1.270715 2.243997
1.860263 1.457528
4.034062 3.405231
2.518451 1.232372
1.232631 0.677147
0.841109 0.886493
0.569242 0.702999
5.500686 25.798716
6.069560 1.164698
2.404817 17.890267
5.571487 31.757404
3.197208 1.609121
4.307375 0.951014
1.612551 2.711273
3.424673 1.193937
1.356160 1.132979
1.173362 8.847215
1.824893 1.262998
1.519754 1.149112
1.109902 2.221786
2.647353 1.585001
5.094235 1.156947
3.961943 1.228915
0.803542 1.208212
2.144156 1.545295
3.341762 1.510783
3.281005 0.826426
1.686144 1.780641
1.279082 1.408869
1.172118 0.984829
1.736476 1.674648
3.284697 0.778503
2.031557 2.501131
0.553255 1.209079
2.398669 0.841063
3.237993 1.529439
4.342272 1.189034
0.445159 1.074880
1.414402 1.527614
5.001738 3.910355
1.702889 1.336439
8.907219 3.893647
1.335689 1.589868
3.355773 8.348926
1.819706 1.021334
0.958616 5.124753
1.920888 1.249164
1.451893 1.059356
1.491203 3.504384
1.102294 0.565688
3.644105 15.165664
1.541174 0.972562
1.562188 0.686091
1.376128 0.966603
0.461582 0.771431
1.312549 1.144213
2.335455 1.059701
5.797930 2.207814
2.084632 8.550737
2.024595 0.846405
1.204240 2.418298
0.869368 0.775877
1.040582 0.730181
7.279707 2.618282
4.910901 2.929120
1.496000 1.580294
1.578295 1.877201
1.265197 3.078115
1.949618 5.261048
2.666792 3.064824
1.536564 2.540492
2.241740 1.931118
0.866896 0.956501
3.336294 1.500595
0.578075 0.699307
0.940499 1.058741
0.448050 0.694900
3.801827 41.983904
1.726766 4.834712
2.094872 2.427222
0.458230 0.724221
1.386984 1.959249
3.072364 2.162759
2.775119 1.513568
1.435442 4.419940
0.528060 0.607052
1.094562 0.757077
0.746073 1.321335
1.340803 1.251259
7.990231 1.612077
0.909262 0.631520
1.891692 2.336032
5.043943 2.052176
3.926704 2.083298
2.392412 1.292758
1.461049 0.721815
7.134988 1.095587
1.029828 1.742759
5.869225 13.632870
2.695767 0.989715
1.001110 1.786888
0.954783 0.748123
1.244222 3.827559
0.492064 0.612982
1.828823 7.214002
1.450942 0.544874
5.464066 4.683687
5.321841 1.020522
1.320013 1.873926
1.468561 3.171060
6.705696 2.479591
1.808795 0.572161
1.302946 1.101591
3.060569 0.849021
1.864797 3.095221
0.705734 1.628224
2.020292 2.615724
0.583778 1.041669
3.793056 6.838681
7.764994 2.090628
1.785702 4.569848
1.827597 4.364606
1.609752 1.525106
1.296368 2.595885
13.166304 3.158461
2.348445 2.981070
4.535167 6.160438
1.215899 0.952371
1.510615 1.766064
1.393175 11.012645
5.057255 3.051841
0.720832 0.957631
1.067389 0.988553
1.403782 1.699441
5.758357 1.267367
1.562352 1.195724
1.415375 0.993711
0.736972 0.990510
2.174711 0.859900
7.330466 1.015283
1.302490 0.955519
4.000197 3.962469
1.921285 2.995476
1.217592 0.964599
5.763618 24.790016
1.237562 2.321291
1.236711 0.901815
1.125736 1.433912
2.427939 1.535409
3.990480 3.007146
1.834638 3.830520
2.005791 2.249936
0.873867 1.384510
0.866364 1.648827
1.193866 4.358636
0.598505 0.918313
1.156976 2.368384
1.722252 3.047681
1.155639 0.588609
2.329321 2.527168
14.334856 1.453214
1.284680 1.427003
0.557388 1.275363
2.351076 1.459473
1.432103 4.727778
8.854290 1.416459
2.212246 2.378552
1.570223 8.846858
1.409598 0.968729
4.810291 62.204461
0.979269 1.618981
10.949248 1.813902
2.497821 1.777476
1.451224 1.406001
2.059197 1.348379
1.069939 0.584719
1.750499 0.761109
0.823704 0.970481
2.233365 0.981817
1.383736 1.059050
3.281028 2.729723
1.093511 0.721859
1.335322 1.988787
1.005016 0.796489
1.664212 5.034845
0.701188 0.762636
1.059000 0.762116
0.351488 1.039303
0.914909 1.362118
4.470153 1.761480
0.938225 0.658616
7.520068 6.290484
3.803389 0.526097
1.700861 0.720138
2.660588 1.036697
3.697865 13.166593
4.606623 2.534056
2.150461 1.907383
4.232163 0.794653
2.346898 0.983874
3.606385 1.101174
38.023485 0.947319
1.774988 0.875017
1.875652 0.826511
3.092487 1.487826
1.460130 1.390888
0.986300 1.246454
0.618902 1.443695
0.848025 0.773654
0.974424 1.124975
0.846354 1.347909
1.801052 2.100108
1.443340 4.676472
0.501141 0.802463
1.459420 1.329543
7.605372 1.861497
1.829948 1.241902
1.381052 2.256690
0.724212 1.250817
3.572283 1.851563
2.354218 4.544573
1.617604 1.135474
0.505767 1.852293
2.213221 1.115605
1.066309 1.082707
2.695612 1.216089
0.988027 0.517636
5.836606 1.179564
2.796422 1.354432
1.150504 1.220965
0.996363 0.967389
3.916847 11.120966
1.389597 4.045992
1.117723 1.663539
1.601847 1.179220
1.023645 3.070485
6.361806 2.590159
2.072912 3.872576
0.836186 0.792806
0.638143 0.991552
2.610134 4.058005
2.626468 0.989232
3.267050 1.774532
1.530995 0.895059
1.424268 1.055516
3.558405 2.696868
1.000017 2.018172
0.830903 1.813458
0.573247 1.243659
3.672691 0.902043
1.535533 0.712718
0.916192 0.819053
1.549702 1.271584
1.758802 0.998633
0.959505 0.941130
3.029081 7.610620
0.836143 1.042712
3.231888 1.238139
1.015417 0.863799
2.315963 0.636574
5.685555 1.247039
2.126209 2.709984
3.058058 0.801598
4.351945 1.018224
4.015243 1.943864
0.870909 1.296566
1.428520 1.220520
7.359193 2.397549
2.049563 3.038548
1.502025 3.372088
3.758921 1.685157
10.200943 1.467999
2.207654 10.159848
0.969850 3.872333
1.465951 1.782834
1.618887 1.483474
3.240270 1.554611
0.887950 2.651399
5.275832 26.493603
0.604031 0.832404
1.042714 1.380608
0.663938 0.698601
4.892893 1.212635
1.075602 1.663542
0.822480 0.798162
1.097968 1.431927
1.298867 1.011577
7.548679 5.657670
1.489100 1.129952
1.006664 0.599376
6.269289 4.221581
2.480882 1.271614
1.575284 1.034496
1.441420 1.097279
0.906524 1.820970
1.239459 1.002648
1.150251 1.708927
0.355068 0.881159
0.856871 0.830811
3.556805 4.051532
0.960031 1.916142
1.577775 3.039826
2.536553 9.671329
1.248224 0.425017
0.633774 0.639359
2.435729 0.911678
1.351479 1.328200
0.593901 0.531410
1.107578 2.306818
2.107303 2.828603
1.937668 4.747908
2.704218 0.993091
1.370055 1.115836
3.495595 1.174664
1.043942 1.061668
5.081149 1.546448
3.529788 1.977500
4.105407 12.930011
1.025315 3.238345
1.642832 1.786356
1.852382 3.100779
0.818532 1.877303
0.939847 1.370595
2.836755 3.503189
1.374367 0.931549
1.192680 0.847955
1.936132 0.887099
6.495421 8.139485
3.569475 1.115855
0.946474 1.396187
0.650362 1.174261
1.766191 4.512046
0.899590 1.406783
1.091010 1.457803
3.592356 1.131988
1.050998 1.006516
0.983632 2.520171
9.119800 1.959790
0.828512 1.528482
1.783734 3.007212
0.470919 0.900544
7.153846 2.252630
2.578543 0.781642
0.221858 1.507121
2.094631 1.555081
6.867539 1.070040
10.396500 29.137068
0.795655 0.613284
4.842014 32.663853
5.703265 1.857753
2.377639 0.974147
3.250877 0.829851
1.276777 1.003409
2.256940 19.099353
1.424402 3.716472
9.378368 1.027627
0.874698 1.311849
1.515500 1.387265
12.421194 2.150218
6.363346 1.687427
0.680242 0.753465
2.417944 0.920628
1.343740 1.677116
6.763106 3.862491
2.288692 0.844070
1.299161 1.440720
6.836820 5.127280
3.027486 0.963315
1.358172 1.092332
4.177599 3.960511
4.230017 14.601065
1.079825 0.646121
2.687464 2.603063
2.864332 1.310001
0.466339 0.655885
3.852276 1.220526
0.924819 3.402735
0.988731 0.988928
3.374924 1.357039
1.076278 0.696485
1.004761 1.437499
0.772110 2.361272
8.879276 1.199036
0.839212 1.092708
4.617852 0.915830
2.339157 1.179912
3.472596 2.263340
3.293219 2.613212
2.327578 1.283215
2.003898 1.493976
2.718749 1.274256
2.185176 5.151889
6.294012 2.548380
1.054545 2.576032
1.446455 24.030170
5.544140 2.432985
0.779885 1.513153
4.320312 3.623714
0.867299 1.174684
0.930943 0.945129
2.134109 3.864219
1.106962 0.660826
0.756616 0.426092
0.661383 1.218523
2.130961 0.824561
1.108450 0.923590
4.561366 1.076660
1.170708 1.701965
5.840156 1.350464
1.621877 2.384875
0.605892 1.040835
0.733481 0.792456
1.347006 2.463535
2.910889 1.417391
0.953341 1.116948
0.818477 1.659579
14.907926 10.989801
10.090653 2.273949
2.646109 0.852696
0.890342 2.337593
1.288405 1.064127
0.658571 0.779303
5.994828 2.746076
