Aqso Chisq/dof
0.546179 0.947472
10.154571 5.693541
2.244933 1.644572
4.122062 1.454833
2.507139 0.984990
0.699977 1.099283
1.810283 2.322774
0.713979 0.797696
2.276431 3.595963
1.219597 0.894270
1.135648 2.297239
2.691506 1.375072
1.813814 1.710025
4.359384 16.177861
1.270681 0.866392
3.520896 0.859376
15.470737 1.786438
0.607189 2.077327
4.636031 1.462805
2.882216 4.170316
0.688953 1.234568
0.935729 0.865969
0.897632 1.883427
1.911350 1.914314
16.815399 16.069245
3.149465 3.319647
1.423006 5.601898
0.469864 1.307728
1.114657 4.659160
1.261413 1.082141
8.432697 3.199195
10.582241 2.029374
0.213260 1.910690
1.852606 1.950193
0.947663 1.383282
1.803332 3.008994
1.225410 0.630694
1.217142 1.971131
2.013675 0.961754
3.893928 2.850322
2.760946 1.146206
0.974964 0.739704
3.156327 0.927777
33.553337 9.008181
3.239287 1.529186
1.031570 1.318695
1.848976 2.936707
0.367211 1.263583
0.644254 0.778278
1.418604 3.867489
1.333713 3.163898
4.195371 0.923185
1.768932 4.143879
1.501043 2.358112
7.302890 2.726643
5.557116 1.108058
5.780344 7.640917
1.491439 1.470865
2.696312 1.315921
2.006543 5.245352
0.549520 0.782028
0.691442 0.839842
1.610641 1.949088
1.632632 2.362324
1.323228 5.874119
1.564676 2.361539
3.373362 1.473648
4.231176 4.857675
3.871510 1.120315
1.588454 1.064831
2.248920 0.752301
1.832373 1.258630
2.369943 2.976129
1.197521 2.868917
3.102372 1.227301
2.192286 0.772115
2.015773 2.902877
0.708050 2.101744
0.369180 1.076127
1.315139 0.894897
3.891017 1.069462
2.006466 3.584243
1.402533 0.856602
3.053064 3.105036
2.014275 0.962206
7.499578 10.174788
1.303878 1.308162
1.679646 9.952526
0.755393 0.871463
9.094106 2.930544
1.725606 6.176910
1.604827 3.051579
0.364699 1.834844
1.061317 2.543678
1.423522 1.195422
0.563761 1.036102
1.847855 9.699516
0.784989 1.534268
1.773243 0.925010
3.353433 5.834514
1.745927 0.690329
1.589258 0.974965
1.680307 0.812897
5.734200 7.424567
1.872567 1.440790
3.755546 3.391220
14.408127 9.485868
3.606969 1.197145
1.632940 1.483041
1.553432 1.319749
2.824207 4.426250
0.759306 0.672972
2.725742 1.726018
2.401088 4.537139
0.827060 1.367649
0.298260 0.919646
0.812794 1.126306
1.469559 6.342064
1.751649 0.591103
1.810968 9.152079
1.381023 0.727637
2.568359 0.896133
0.955933 0.703269
2.069250 6.230537
2.767071 4.802785
0.729050 0.919641
0.789952 0.912645
2.664339 1.332528
2.012920 7.902696
2.206695 0.766833
5.668619 0.818796
2.076742 1.371789
4.673720 1.747175
6.414077 8.821682
1.535498 2.061608
6.186447 4.080544
0.896892 0.649780
1.070739 2.952177
1.009205 1.061171
1.634049 6.734992
0.871053 0.838168
2.358289 5.058257
9.400018 1.672125
1.567916 7.019491
2.887992 1.770214
0.943958 1.438765
1.341600 1.365056
2.074591 1.010972
1.178605 1.068363
3.528199 2.599669
3.245872 1.510712
1.536606 1.124798
5.859352 1.662913
1.741352 1.775999
0.942264 1.773004
3.598256 2.572682
0.890218 1.150599
0.821939 0.513431
0.837259 1.011602
2.733784 1.377249
1.439219 1.709048
7.657751 2.316861
7.829011 0.670919
0.856570 4.355007
1.204613 0.704590
2.029763 3.199967
1.599191 2.917002
0.847388 0.514357
15.015289 2.721950
1.185830 1.050776
3.261541 4.370551
0.925999 0.950557
7.537552 2.189126
0.829643 9.580759
1.353561 0.708936
1.509423 1.441053
2.307973 0.993703
13.586389 4.015822
2.344974 0.816801
1.626660 1.675862
0.669634 0.616853
4.319431 17.993928
0.848929 2.352133
1.597470 0.746861
1.081716 1.068532
3.452809 1.436183
1.246438 1.984058
8.710325 60.025552
1.249050 2.194017
2.548287 2.071108
2.290439 1.051599
17.887641 0.732402
2.934775 2.452923
2.194077 0.668794
0.984194 1.447948
1.429527 1.034456
2.367306 1.137230
0.232693 1.005916
8.005318 2.556430
0.743943 0.833611
5.429152 2.823007
5.584572 18.105013
7.177688 5.200356
0.454573 0.921286
0.980028 1.369087
3.823337 0.766987
2.604075 1.695619
0.900439 2.015554
1.555009 1.432792
3.802365 0.606739
2.701624 2.647239
5.293692 4.365337
0.466492 1.327029
1.476793 1.156968
4.072595 5.342044
10.573750 5.914134
0.781208 0.979794
1.874898 1.504892
1.352394 0.940725
0.129128 1.291406
1.089217 1.866294
0.949135 1.561881
1.517148 0.774064
3.346909 1.154213
1.165286 1.609826
2.120185 1.698118
1.685256 0.641047
0.916482 0.980818
1.372436 2.119026
2.311220 5.290010
1.543639 4.394971
6.368240 1.425394
1.056949 0.426957
2.532534 1.617754
1.627345 11.289650
1.797403 0.570024
1.983993 1.133957
3.169032 2.383592
1.399634 0.771026
1.701512 0.877855
0.901044 1.651938
4.263990 1.520136
5.327182 0.642857
2.244714 0.625611
2.928795 1.543402
2.710212 1.117638
0.964775 0.898095
1.065498 1.324355
0.333472 1.682153
0.732507 1.038960
4.413809 1.509244
0.967245 3.666014
3.740879 0.654614
5.610292 0.764811
8.357530 4.596356
4.596310 0.926933
5.120397 0.858420
2.679969 6.435684
2.186081 0.768737
4.124559 2.942788
2.682143 1.426928
1.701240 2.654127
0.954289 1.300465
3.576848 11.183129
3.451591 10.425048
1.958151 2.679416
0.972490 0.799815
1.132633 0.946314
1.759572 7.081715
0.988092 1.044080
0.921997 0.754340
3.856790 1.345818
1.393843 1.492538
0.986207 0.829073
0.491397 1.363109
4.677032 3.986553
1.076373 1.334690
2.612661 1.384599
2.686019 2.104806
2.581939 1.162370
3.107663 4.979435
4.293169 3.951849
5.385309 4.418347
1.203742 2.657549
3.429065 1.957930
1.115355 2.678250
2.469577 1.152379
1.933474 0.702499
4.273503 1.347861
0.392496 1.424890
1.226116 0.749541
5.226945 2.165353
1.252685 1.402449
3.538896 0.768752
0.959027 1.041536
0.440631 1.202549
6.924303 2.909552
0.748340 2.093939
1.452511 1.308343
8.188845 4.479238
2.253149 0.883073
0.947620 0.951904
2.182192 1.059862
1.615591 0.837623
0.654649 0.596155
0.822538 3.296408
2.752128 1.125606
0.448523 0.733040
0.898504 1.549780
1.228416 0.832997
1.857954 3.830245
1.040582 0.828875
1.323879 1.531662
2.957630 0.564179
3.661993 1.794764
16.864127 27.965229
1.207569 1.455663
0.718027 3.595137
1.234079 5.340061
0.514015 1.485137
0.657068 1.766251
2.362107 0.696245
4.268370 3.422096
0.940663 1.918044
0.891400 1.384293
4.851890 2.804684
7.577247 1.385882
3.780833 8.221557
1.084349 0.768676
0.670734 1.961809
2.122975 1.349062
4.333711 1.703761
4.089135 1.494002
7.762221 2.657152
1.512206 1.650248
10.027741 2.173263
2.127170 1.528489
2.656026 0.852828
3.628977 4.709189
2.264751 1.426304
2.140738 2.543373
1.037478 0.660235
1.270012 0.653255
1.721353 0.840543
4.816111 1.970976
0.800581 1.143380
3.873065 1.344144
1.233744 1.502032
11.542658 1.271663
0.943772 0.890262
2.482714 2.431709
1.151521 1.092960
1.713225 2.785334
3.395482 2.348989
4.638461 10.886803
0.953096 1.187621
1.920748 1.271361
0.192926 0.890353
1.439641 2.457209
6.671656 0.394574
1.434789 1.586516
0.407173 0.818075
1.992660 2.626061
1.207935 0.738052
0.833979 0.738336
1.244442 1.922633
3.666435 1.055018
11.464356 0.816504
1.359769 2.144024
1.734155 6.146185
3.069127 1.228977
4.114853 1.217671
0.799025 1.148669
2.187408 2.661364
1.256944 3.630878
6.994286 2.763804
2.951702 1.487824
1.398203 1.006803
0.332104 0.891596
1.202082 1.105078
1.882842 1.315101
1.802647 1.313755
1.990031 1.823882
4.464875 1.261068
1.478799 0.994236
2.730066 0.962285
9.532868 1.463431
2.854920 3.667562
2.802963 3.448610
0.549584 0.886446
2.019552 1.057085
2.679060 4.039944
4.377045 2.910655
8.068790 7.928091
1.151114 1.976957
2.474227 1.589055
1.504686 1.656675
5.027796 1.880497
1.228001 2.258497
0.840180 1.308098
2.334134 6.055338
1.466680 2.881162
1.915274 0.972160
1.574197 2.355951
4.640068 1.945936
1.087842 0.931943
1.957345 2.169185
1.374112 5.005529
3.827584 3.254668
7.902434 5.165291
7.174610 3.258790
1.239792 2.262247
0.883038 1.006801
2.884584 0.738726
1.244480 1.157649
3.894642 3.691166
1.460512 2.078704
6.977245 21.107088
1.747465 1.671454
4.376220 1.094673
0.504443 1.282129
0.458039 1.146362
1.216877 0.718758
1.422887 0.655526
2.295759 0.966975
0.558432 1.186365
1.342827 1.538379
0.375299 0.810616
0.900679 0.914915
1.724286 3.764917
0.890460 1.039184
7.766456 34.435678
0.248818 1.439550
0.725450 0.917627
1.222690 2.650108
0.740391 0.515730
7.601842 7.052018
1.407907 0.949924
1.299655 3.982384
1.168710 0.826929
1.251485 1.000302
1.449952 1.148565
1.045501 1.727996
0.869633 3.103602
2.411679 2.791102
1.999664 2.232920
7.867316 3.363095
1.919554 1.293107
0.619314 1.263642
1.365633 1.318753
0.948819 0.720290
2.636000 2.306806
1.257453 0.721351
5.149687 1.677519
6.586126 17.273903
1.238207 3.284208
0.654427 0.985417
1.383927 1.760438
0.883846 2.037178
1.791239 0.956845
1.233599 1.291464
4.698762 0.912142
0.793029 0.637296
5.287919 4.875318
0.906339 2.063429
1.028066 1.743300
0.811090 0.583467
3.041487 7.277440
0.918805 0.872114
4.141999 43.855280
1.268949 1.922106
1.188018 3.056872
2.287119 1.293548
1.152292 1.991157
1.425391 5.513444
1.057832 3.381085
8.081636 2.590594
1.004851 2.116552
2.465806 4.676198
0.901790 1.391242
19.357256 7.636174
2.570053 2.053668
1.291944 0.909831
1.055321 0.970810
2.537101 2.359621
7.694150 1.002956
1.402425 1.638546
13.744387 0.541712
0.467872 1.189519
1.153433 0.990107
0.982702 1.064608
1.738059 0.414605
1.451920 6.976189
2.618039 0.876406
1.247844 0.560910
0.988808 2.533980
2.607404 0.772511
2.627100 0.759077
2.596533 5.369728
2.296878 0.754758
2.240744 8.804340
2.108259 6.107355
2.048995 1.660622
1.916706 1.053874
2.134931 1.794701
2.898936 4.055332
2.982997 0.424021
0.890879 1.031454
1.785179 1.080802
0.676305 0.872133
1.493306 0.948273
3.106246 1.694986
3.986226 3.535888
1.235033 1.012838
7.988794 1.584378
0.887683 0.974112
1.969120 0.726089
5.046418 1.288371
1.000937 1.761103
1.488624 1.470859
1.649586 5.266997
0.710525 0.721944
1.880769 2.051639
0.794237 0.783808
1.073364 1.455034
0.860211 1.544953
2.054447 0.836018
4.805064 1.624307
0.679652 0.830639
1.742780 2.853866
0.750160 1.804266
0.843385 0.902333
1.175607 1.645836
1.235695 2.725428
2.659148 4.077567
3.862333 1.125939
1.254563 3.885401
0.518263 1.556699
0.549322 1.019355
6.383584 1.255298
1.697003 0.445322
0.467947 1.427840
0.750913 0.865733
0.717167 0.669515
4.329516 1.421393
0.353129 1.894040
2.078445 1.058653
5.717419 1.447094
1.859551 0.912181
1.615443 4.592887
1.894600 1.431970
0.621751 3.311725
0.810942 1.439408
0.729516 0.781581
1.056057 3.411016
1.080237 1.059428
0.374408 0.574723
1.867112 2.130151
6.520118 6.345788
1.367508 1.502419
1.305637 1.838666
2.718094 1.328075
1.211621 0.861509
1.006938 0.931641
1.563641 1.439884
1.128462 0.893101
1.721131 4.533283
3.922074 1.749872
0.958824 0.997239
7.693176 4.797683
1.791382 0.802268
1.667761 3.152573
0.344886 0.876554
0.745090 1.409255
0.921650 2.073358
2.180888 1.010633
2.459470 2.873161
1.634104 1.053288
1.831265 0.658105
1.359361 0.935199
1.535330 1.103977
2.689928 1.155719
0.633588 1.009064
0.235708 1.517532
2.408684 1.836460
1.679087 0.885063
3.115481 3.790634
0.205776 0.794716
0.582409 1.100349
3.671392 0.906735
1.808605 0.948449
1.356545 8.335337
1.970593 0.917913
1.120382 0.614614
1.888445 1.364075
1.579970 2.493229
5.627568 16.274561
1.269762 2.817270
2.787666 1.095227
0.942369 1.624899
0.728963 0.822672
2.650730 1.422736
1.168914 1.341092
2.520571 1.305580
1.221876 0.811630
1.015711 1.142855
1.526168 1.690449
0.739476 1.449901
21.003156 4.099068
2.082593 0.548170
1.755262 2.886813
7.779705 10.559880
0.855421 1.359895
8.065228 4.102918
1.554931 0.937789
1.622524 2.298848
1.226087 0.864053
1.638942 2.996991
2.202863 2.811648
1.642154 2.298684
2.711196 1.444768
0.591320 0.652529
2.398378 0.979978
1.542759 0.606852
8.559474 1.412728
3.158206 6.363924
4.412642 1.514225
21.266589 6.505803
2.559896 1.513874
1.094617 0.724259
1.647823 2.591127
1.836053 1.510950
0.379640 0.728338
2.496160 0.667364
1.670343 7.569746
1.489402 0.857981
0.991193 1.182978
0.877574 1.332452
1.686587 0.784295
3.306878 1.213972
1.490894 1.216988
3.556356 15.985110
1.822029 1.348467
0.965429 2.169775
1.306719 2.027867
1.004101 0.980417
2.820064 1.418415
2.081345 3.801961
3.447025 3.045421
0.983044 0.776751
1.559211 1.743529
0.874399 1.621958
2.167548 0.800098
1.790267 1.292264
4.324394 0.935142
1.230462 2.274239
1.669884 1.483063
1.115429 0.814650
0.828068 1.233128
1.048882 1.801796
0.683954 0.534226
2.027839 4.505285
0.432061 1.071894
1.425530 2.880982
1.349584 1.104505
0.905632 1.106579
1.751298 1.285497
0.369217 0.770139
1.273977 1.045975
1.480553 1.635663
5.978753 12.374674
1.647143 1.103173
6.545498 3.101401
1.801005 1.022398
0.633324 0.917664
0.948674 0.648146
0.961232 0.954592
2.150652 13.958704
0.976710 2.861356
5.910001 0.649682
0.897758 4.528164
1.688464 0.828389
1.909734 3.304032
0.590156 1.817384
1.336635 1.024339
1.013168 1.100653
0.796964 0.800509
0.736714 1.729225
0.963025 0.430844
0.907643 1.170347
1.444920 7.391665
1.133866 0.934646
2.056516 1.875808
0.590196 1.632939
3.277509 2.678934
0.794380 1.220429
1.118869 1.996480
4.548020 2.088358
0.022105 2.444760
1.584352 1.583537
3.295242 1.401905
1.126516 0.587634
6.517479 1.079359
2.097827 1.131116
1.058133 1.005911
1.033559 0.677122
4.442405 1.674511
5.270961 1.128514
2.976814 2.157050
1.020370 0.649018
5.605265 2.981839
1.310476 3.615298
1.311319 1.250990
1.251420 0.965008
2.101554 4.054561
1.707047 1.234168
9.223103 7.181445
3.146406 15.971718
0.790810 1.501186
1.685648 1.064415
0.704340 0.534923
1.616337 0.471814
1.932846 7.940752
3.256448 1.298026
1.939596 0.539956
7.863679 5.999438
1.024762 0.659272
2.636623 1.917034
1.831456 1.799179
1.687142 0.728365
1.148873 2.189184
4.352945 3.551222
2.628939 2.328115
1.179820 0.835828
4.379829 2.449031
2.469420 0.787938
1.962212 1.689272
1.136000 1.033940
1.356677 3.934784
7.937982 3.170506
2.924116 4.065417
2.731867 1.475025
2.823255 1.475552
5.801095 19.929863
1.764296 2.821804
1.551147 18.933846
1.468719 5.471324
1.908087 1.801145
0.717818 0.672671
2.745979 1.299387
27.085850 12.247078
1.336935 1.000478
2.124764 2.428619
9.620227 2.816410
1.917055 1.081891
4.019565 1.723864
3.412175 3.889330
2.044650 1.091047
2.307315 1.351847
0.984877 0.640984
1.735693 1.256385
0.605035 2.316724
1.364552 0.816788
1.214867 5.561139
5.175566 1.157773
7.130911 2.319124
0.871413 3.719111
12.133565 4.310773
12.481396 7.029249
1.070573 1.217250
1.106631 3.097067
8.378835 32.828185
0.201791 1.613660
0.449688 2.689139
1.974935 4.917837
0.225717 1.287771
0.907438 1.058787
1.814347 2.116723
1.585931 3.554036
1.141896 1.186254
2.584052 6.511895
1.446785 3.031630
4.125972 5.874354
2.557896 1.071678
1.247508 1.546015
1.708735 1.819546
1.126024 1.031556
1.423271 0.841352
2.780385 1.828427
1.046542 0.708871
6.555812 2.074402
9.059362 5.238556
0.877275 0.741468
1.765112 2.789772
5.628276 1.649807
6.649161 3.427877
7.855862 6.365321
2.843221 2.281700
0.327729 1.041511
1.170580 0.970327
1.484301 3.680979
1.839647 0.962853
0.578134 1.178247
4.438108 2.552516
0.871175 0.860819
1.705060 1.344300
4.495385 7.553284
3.420789 3.527112
4.130231 2.374065
1.515609 6.929122
2.523566 1.022675
1.100487 0.995792
4.787517 3.967472
1.248975 1.361859
2.698192 2.048688
3.568918 1.482091
1.271246 1.149326
2.112067 1.535061
7.917799 3.420230
0.605439 0.554044
3.278699 0.787846
2.315285 1.016526
3.118192 4.613385
0.825593 0.752782
1.124497 1.802686
1.596472 1.505110
0.892075 0.835998
1.472628 0.560678
1.192405 2.253929
1.066869 2.802504
1.529920 1.497133
0.658748 0.776684
9.428574 6.073414
2.551578 2.056909
6.616462 0.886348
1.141717 1.633520
0.679493 1.295585
1.526738 0.814737
0.146196 0.596137
2.951091 1.131545
1.741223 0.758861
1.426064 1.184580
0.789264 0.787490
2.658700 4.816784
1.055640 1.656557
2.427807 3.988022
1.885885 2.000139
4.963947 3.313968
1.191815 0.773608
1.553484 6.502481
1.640035 3.145861
1.011130 3.056996
1.402028 0.924006
1.318088 0.672566
0.878455 0.952647
0.518783 0.788536
2.006786 1.473766
1.214422 4.156002
4.462481 0.787513
0.824802 0.656166
12.729519 9.681923
1.763375 1.096316
4.236059 8.401388
2.990874 2.820737
11.285546 1.111752
0.595744 1.169810
1.152930 3.191154
1.098806 7.998606
1.505483 0.616735
1.280906 2.008882
0.990507 0.543634
2.578677 1.695376
3.961876 7.197044
2.354285 4.780762
6.528322 4.300022
0.927422 2.627672
1.537557 1.597247
1.338304 1.819310
1.150774 0.981979
0.423213 0.778191
0.626596 1.079622
1.399271 3.090525
0.273521 0.462659
3.404959 2.481172
2.605895 1.968038
3.702982 1.624526
0.570004 0.960504
2.474108 3.299390
3.077844 0.585772
0.828710 1.630930
4.709577 1.768612
1.184779 1.984275
0.318005 1.543853
1.969914 1.357307
3.359606 1.202098
1.518924 0.914253
1.962547 1.245860
2.619512 0.692372
1.346707 1.243424
5.401355 1.213725
1.437958 3.179230
1.547057 2.038670
16.494246 12.472278
4.329189 1.609522
2.830647 0.975365
2.522936 2.264652
5.433245 1.677778
0.971506 0.836019
1.856287 0.885815
2.271610 1.506635
0.943968 0.843587
0.653422 1.146385
0.939206 1.883850
2.543605 4.533632
0.898225 0.853463
2.118170 0.730734
1.381388 0.851169
1.830929 1.416495
6.157396 1.846724
1.717964 0.729455
0.669626 0.912491
1.949063 2.380708
1.686619 1.377285
2.198588 0.938744
1.266467 0.652169
5.596431 2.324797
2.013826 1.859487
2.918085 3.495968
1.702152 0.922099
1.891736 1.057033
0.456274 2.281082
0.730427 1.279403
2.844437 0.615499
0.861458 0.960793
3.996548 17.047814
2.868927 1.980505
3.127545 3.968303
1.243314 1.174646
1.356752 0.864617
1.602257 1.575639
1.240442 0.925136
4.416576 1.939042
1.133000 0.961965
3.590479 4.099222
0.954661 1.006698
1.720131 2.383478
0.672297 0.574150
1.707728 1.229437
2.073849 0.991073
1.787683 1.269333
1.232670 3.298400
1.371980 0.662397
11.875415 3.747935
2.746402 1.028967
3.980773 12.282630
15.941066 9.002853
3.675527 2.003083
1.043784 0.508866
1.192603 1.189863
1.503665 1.049767
5.090856 1.563751
0.707607 1.119469
2.286502 4.707902
1.157425 0.827986
4.698780 1.347743
6.297477 5.965646
1.573688 1.199933
1.078691 1.171404
1.173147 2.133952
2.058171 0.954943
0.651652 0.670255
0.642919 0.772064
1.793885 2.664510
2.659998 1.525612
1.408433 1.516582
1.141240 1.005649
0.751337 1.001880
4.488751 7.339390
1.459261 2.311340
0.472538 0.572189
2.428197 4.584964
1.372595 1.176871
0.278622 1.009869
1.317474 9.629646
1.421053 1.656721
6.470143 0.793183
0.792769 0.838153
1.564923 1.389066
2.734828 5.627023
6.203912 3.958298
0.886922 0.957852
1.211997 0.833270
1.148700 0.513792
1.078842 0.949373
2.448282 0.957697
1.143705 0.818091
2.551923 0.890776
1.410370 1.142924
2.064617 1.972508
0.827371 0.980986
1.446667 1.055268
2.272938 1.776021
6.217084 2.144985
8.552203 15.603019
2.559608 4.426153
0.598943 1.150117
13.576003 2.656117
3.220153 4.697292
1.428723 3.354932
1.865352 1.924353
1.938069 0.870776
0.936367 0.790937
7.700115 4.843883
3.351524 1.713466
1.086058 0.705824
16.472306 8.099521
1.020229 6.947646
1.647530 0.827283
1.069215 0.874948
1.106555 2.454971
2.549238 2.411887
1.462344 1.543777
0.704335 2.437620
3.927745 13.823258
3.253007 22.046494
0.676905 0.838924
1.027249 1.168873
0.850883 1.685809
0.483831 0.955671
2.381262 0.949556
1.389090 1.175234
3.944427 0.923775
5.380245 2.264628
6.971877 5.273943
1.861461 0.984241
2.104033 1.354318
1.400980 1.584986
7.280351 1.290053
1.526818 1.007722
3.683781 7.036213
1.608851 2.435130
1.116437 1.582295
1.361750 1.101473
0.846660 1.128397
3.721449 0.976893
1.589018 1.111132
6.538131 0.676841
1.770413 5.086034
2.368330 0.627833
6.441325 0.514731
2.445477 1.385871
3.446908 0.588568
1.947452 2.117846
1.406799 4.959237
1.073695 0.857501
0.846406 1.877773
2.019401 1.133418
0.678326 2.489978
2.677060 1.119850
4.152785 2.378210
1.659458 1.972817
1.663365 1.133673
2.980547 3.575783
1.275198 0.893424
4.375912 4.184974
1.862618 0.765809
0.654276 1.139942
1.798012 1.185836
2.044453 2.856210
9.865712 10.123007
7.170343 3.475980
1.712396 1.030660
2.352296 0.966059
9.860483 0.846997
8.940786 1.283530
1.440692 1.737104
4.952764 10.630383
1.288027 6.290550
2.379232 4.143015
0.805027 0.903744
1.031815 0.933240
2.292225 2.880140
2.253255 14.787931
0.488481 0.625159
0.602664 1.492045
1.194799 0.909895
1.652220 2.099276
0.972308 0.738517
1.892687 0.909954
1.571561 1.524962
0.772109 1.444852
1.715338 3.703470
3.870822 1.109187
4.543296 1.769684
5.476997 3.785046
4.569637 3.035523
1.023417 2.538401
0.171123 0.881946
4.412019 7.455457
1.214938 1.229717
1.324320 1.362371
3.716300 1.023011
2.694204 2.278084
1.610645 0.698985
6.854944 0.830190
1.216522 3.185186
10.768802 2.150773
0.583196 0.759504
8.330641 0.516601
4.944340 0.932799
1.347111 1.506259
0.887511 1.576603
1.029189 1.912223
1.976218 1.040344
2.478702 2.483776
1.593773 1.115917
0.856165 0.576429
0.703002 0.656964
1.342437 2.382699
2.879915 2.533174
2.456013 7.243553
0.474413 1.396701
1.571294 1.066322
3.512329 2.573233
3.422381 19.343145
1.552642 1.374327
1.269176 1.073837
2.198831 5.957703
5.850221 3.091460
11.426657 2.526879
0.959867 0.727243
5.319612 1.241103
0.671040 2.137784
2.572178 2.871935
0.947369 1.566285
3.083952 5.098745
1.471236 1.656645
4.178461 86.290178
0.954480 0.914604
0.685767 1.428121
2.412514 5.005948
2.495604 0.741365
1.193365 3.916661
1.987231 5.108326
1.113540 1.247139
2.497251 6.354545
0.928278 0.916389
2.106454 1.194006
1.390020 3.806189
1.294313 0.987391
1.268649 1.526164
1.730040 3.324337
0.646034 0.989338
2.204695 12.642479
4.032494 17.096170
3.994779 5.689101
1.155947 1.146782
2.784407 0.828785
2.671717 1.876612
1.401397 0.764004
0.962602 0.543010
0.825663 1.372993
1.582873 4.817034
2.424310 1.866848
1.305481 1.233092
0.880651 1.695388
1.150132 2.306518
1.527994 2.142079
1.089103 1.116352
0.945219 1.318883
0.576831 0.771940
1.499455 0.946037
2.989991 1.671817
1.209377 2.130063
3.196342 6.364191
0.972624 0.894204
2.420635 2.165560
1.003928 1.198275
0.607726 3.355827
0.634061 0.547757
2.268275 6.260515
0.894813 0.986316
1.344763 1.833314
0.180851 0.714105
6.174925 5.472792
2.679335 2.991324
6.682228 12.843049
1.935252 1.039684
10.034520 2.947519
0.949628 0.813009
1.525376 1.213652
1.075092 3.266662
7.152922 8.885402
1.187283 5.932892
2.141561 1.041910
4.979750 5.133650
4.726439 2.759472
1.890840 0.653230
1.028275 1.175029
0.559288 0.574251
2.567761 5.952795
0.937537 0.940768
1.827188 1.045520
6.458194 3.291728
0.537940 0.560471
2.642082 0.872608
0.953652 1.290061
1.664561 1.555902
1.013901 4.826703
1.945209 1.931575
1.207157 1.281715
0.776816 1.603862
1.463910 0.834321
0.777974 0.783268
1.987943 0.716691
0.994267 0.988754
2.371073 2.543367
3.430791 4.771971
6.372525 28.074576
1.370241 1.711817
0.825337 1.245354
1.404021 1.773997
4.955445 3.898854
4.299559 2.769368
3.824691 2.023409
1.206456 0.989125
3.548508 1.135506
8.545027 0.985740
1.405325 1.443776
0.427753 0.662412
1.487381 1.168717
9.537519 9.215392
1.116925 0.770923
3.912188 1.566581
1.063624 0.888793
1.618393 7.374522
1.165580 1.608309
1.442959 0.951376
0.946140 1.903322
2.524408 0.779434
2.039946 4.589063
2.811096 2.336677
1.800306 2.396725
1.314444 1.278973
0.883199 1.862685
1.390143 1.101517
3.339164 4.850479
1.747605 2.394150
0.877743 1.567849
1.561002 0.780713
1.605349 0.840334
2.937710 1.401671
1.428511 0.841821
1.400296 1.181840
1.631121 0.960598
1.084764 1.716060
2.694540 2.726019
1.211213 0.736254
0.358906 0.702022
9.408970 8.664635
2.315279 0.957211
1.127602 1.067638
1.445516 4.308433
6.753718 0.675780
1.973901 1.946372
1.407842 1.667133
1.745942 1.200567
2.047104 1.018608
1.159376 1.495197
1.260688 1.001251
0.891604 1.942130
3.273899 0.959130
0.611305 1.932750
15.495117 3.965509
1.532623 1.005827
1.467843 1.173899
1.867658 2.585891
0.566730 0.925817
4.427557 2.558727
6.218288 4.041977
0.732997 0.877354
0.823462 2.395855
0.809458 1.115792
0.760126 0.988226
2.895496 2.074407
2.090081 1.303998
1.634505 1.504563
1.800349 1.608971
2.602961 0.561220
8.272814 3.872260
1.961583 1.817633
1.695698 0.763700
1.250078 0.512693
1.130513 3.567096
1.201566 2.001712
1.814587 2.877568
0.857562 2.063833
1.517203 1.037118
0.962616 6.019324
0.727899 0.945241
0.787423 0.540232
1.146083 0.828379
2.529926 1.063307
3.016040 1.713219
2.887407 1.837393
1.546925 3.881131
1.449710 0.785903
1.927881 1.464179
0.585525 1.660824
2.060389 1.781300
2.918311 0.732164
10.508323 1.509968
5.391753 4.435079
0.894755 0.816527
1.166083 0.928199
0.650790 0.991172
1.082707 0.641497
0.928109 1.508730
1.067484 1.002070
1.814768 1.288972
2.045686 1.271904
0.184143 0.711995
0.829522 1.080602
2.497046 0.517837
0.848096 1.402201
0.369638 0.946777
1.997289 3.048433
1.268621 0.996711
4.354248 6.220247
7.911174 0.740379
10.100714 23.261080
1.926992 0.943013
2.897556 0.638028
1.739632 1.520191
2.989708 1.180416
1.828425 0.925921
4.807182 1.444294
1.393459 1.791356
2.628966 1.170368
8.536312 11.112289
8.804035 3.480083
1.384609 1.992357
0.581513 0.651326
2.680025 2.987517
0.881648 1.482946
4.979998 6.665547
2.361830 0.768143
3.660559 1.859388
0.871725 0.843102
1.555701 1.940623
2.368809 1.460156
0.844218 1.289494
5.010511 3.687551
1.383203 7.591242
32.140516 1.389619
2.398576 3.272909
0.681713 0.632239
1.513291 1.570921
3.004221 3.726835
1.990584 1.013478
5.585006 2.659002
5.825248 5.116252
0.688766 0.555834
3.010742 1.377046
1.037666 1.578000
2.801678 4.074563
1.235173 1.004060
1.006649 0.662631
0.792691 0.832486
0.361380 0.843245
2.434611 1.067287
3.452767 4.714103
1.657361 0.789532
0.765604 0.724717
0.891050 1.768633
0.589951 0.876722
0.905156 1.240160
2.701530 1.755355
5.472746 0.678240
1.743626 5.420061
0.780335 0.574056
5.034947 0.884064
1.427472 0.884901
4.481409 1.614526
0.844603 0.700625
2.048654 1.096866
0.794954 2.726592
0.775298 1.212817
1.790691 4.521961
1.030053 1.480792
3.039487 0.733716
0.658690 0.624588
0.940808 18.775526
1.647023 2.049589
4.027765 2.254304
0.686085 0.720160
1.405723 1.142322
2.686470 3.935515
